Review text,Ratings
Good quality shuttleREAD MORE,Positive Review
Good I love itREAD MORE,Negative Review
original product delivered with lightening  speedREAD MORE,Positive Review
good productREAD MORE,Positive Review
good oneREAD MORE,Positive Review
good for practiceREAD MORE,Positive Review
It is very goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
goodREAD MORE,Negative Review
very worst shuttle is looking like 30 RS per pieceREAD MORE,Negative Review
Good productREAD MORE,Positive Review
good product and best shuttlecock.READ MORE,Positive Review
perfect...!READ MORE,Positive Review
Excellent Item and delivery service provided by FlipkartREAD MORE,Positive Review
it's okREAD MORE,Negative Review
niceREAD MORE,Positive Review
go for it oldREAD MORE,Positive Review
Good poductREAD MORE,Positive Review
goodREAD MORE,Positive Review
so naisREAD MORE,Positive Review
Good....!!READ MORE,Positive Review
niceREAD MORE,Positive Review
nice productREAD MORE,Positive Review
original product received . Thank you for speedy delivery.READ MORE,Positive Review
good nice 👍READ MORE,Positive Review
goodREAD MORE,Positive Review
Nice shuttleREAD MORE,Positive Review
"Got the original product, thanks to flipkart and the vendor supplierREAD MORE",Positive Review
Just awesomeREAD MORE,Positive Review
always awesome 👍READ MORE,Positive Review
Very nice Product 👌😊READ MORE,Positive Review
superREAD MORE,Positive Review
shuttles are good and durable lasted for 6 rapid games.READ MORE,Positive Review
Badminton shuttle is too goodREAD MORE,Positive Review
very badREAD MORE,Negative Review
Superb productREAD MORE,Positive Review
goodREAD MORE,Positive Review
"yesterday received that product but it is damaged,i am very disappointed and i lost my moneyREAD MORE",Negative Review
good quality shuttlecocksREAD MORE,Positive Review
goodREAD MORE,Positive Review
Love the product..READ MORE,Negative Review
goodREAD MORE,Positive Review
good productREAD MORE,Positive Review
goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
quality and packing is super awesome...READ MORE,Positive Review
Very good quality shuttlesREAD MORE,Positive Review
AswmREAD MORE,Positive Review
Thanks for it😀😀😀😀READ MORE,Positive Review
go for it.... perfect for matches of intermediate to professional levelREAD MORE,Positive Review
best qualityREAD MORE,Positive Review
Super as expectedREAD MORE,Positive Review
Best to playREAD MORE,Positive Review
"very nice product,good qualityREAD MORE",Positive Review
Received an original and sealed product at a better price than the local sports stores.READ MORE,Positive Review
goodREAD MORE,Positive Review
Not evonomicalREAD MORE,Negative Review
got used shuttleREAD MORE,Negative Review
good product and profit useable thanks FlipkartREAD MORE,Positive Review
best shuttles for all & long lifeREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
Original product and as we know it is best in its segment.READ MORE,Positive Review
After completion  one game shuttle will be too fastREAD MORE,Positive Review
superbREAD MORE,Positive Review
This is not original ... It's light weighted. But it's ok ok . You can play. But durability is another issue. These shuttles are not long lastingREAD MORE,Negative Review
got the product on time.product is genuine.READ MORE,Positive Review
it's not good qualityREAD MORE,Negative Review
excellentREAD MORE,Positive Review
good and nice speeds of shuttlesREAD MORE,Positive Review
goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
good product . happy with the shuttle .READ MORE,Positive Review
okREAD MORE,Negative Review
GudREAD MORE,Positive Review
shuttles are good.and comparatively lasted.READ MORE,Positive Review
finest shuttle for practice. The durability of shuttle is awesome.I bet you won't regret after playing.READ MORE,Positive Review
nice quality shuttlesREAD MORE,Positive Review
best delivery manREAD MORE,Positive Review
fine and good dilevaryREAD MORE,Positive Review
GoodREAD MORE,Positive Review
good quality and good costREAD MORE,Positive Review
Quality good...READ MORE,Positive Review
Nice qualityREAD MORE,Positive Review
good qualityREAD MORE,Negative Review
good productREAD MORE,Positive Review
It's is good for intermediate players not best but better then otherREAD MORE,Positive Review
strong build for any rough game nice movement and speed.READ MORE,Positive Review
niceREAD MORE,Positive Review
very good.READ MORE,Positive Review
this is the best plastic shuttleREAD MORE,Positive Review
nice productREAD MORE,Positive Review
ExcellentREAD MORE,Positive Review
Awesome got with 699READ MORE,Positive Review
goodREAD MORE,Positive Review
"awesome, Nice productREAD MORE",Positive Review
GoodREAD MORE,Positive Review
Not Satisfactory. Shuttles are a little fast. The quality seem to have degraded.READ MORE,Negative Review
on first attempt flipkart send local product when I replace order then  I received yonex mavis 350 thanks flipkartREAD MORE,Positive Review
niceREAD MORE,Positive Review
working well in out door gameREAD MORE,Positive Review
marvellous product good for beginnerREAD MORE,Positive Review
greatREAD MORE,Positive Review
old stockREAD MORE,Negative Review
Product seemed original. Fine quality. Although it breaks like a ice cream cone if explodes to even a little moisture.READ MORE,Positive Review
waste it is slow. any one want to purchase go retail storesREAD MORE,Negative Review
OkayREAD MORE,Positive Review
Asked for slow shuttle and they have provided me medium or fast. When I checked return period was over.READ MORE,Negative Review
goodREAD MORE,Positive Review
very niceREAD MORE,Positive Review
Genuine productREAD MORE,Positive Review
goodREAD MORE,Positive Review
GoodREAD MORE,Negative Review
"Good one as expected,.READ MORE",Negative Review
"go for it, its amazingREAD MORE",Positive Review
"Original product in intact form, delivered. Nothing to comment on a branded product, like Yonex. Thanks !!!READ MORE",Positive Review
superREAD MORE,Positive Review
goodREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Good in quality.  probably the best nylon shuttle. just go for it.READ MORE,Positive Review
superREAD MORE,Positive Review
goodREAD MORE,Positive Review
all the shuttles are fast...not good...wont buy againREAD MORE,Negative Review
SuperbREAD MORE,Positive Review
best shuttlecocksREAD MORE,Positive Review
goodREAD MORE,Positive Review
"Nice flight, good control & perfect on bat!! Writing after playing 2 times!READ MORE",Positive Review
NiceREAD MORE,Positive Review
good performance but not very goodREAD MORE,Positive Review
flipkart is the best online site.READ MORE,Positive Review
"Havebeen ordering shuttles over a year now , 100% orignal products, and if incase at times shuttles are damaged flipkart is quick n hastle free to replace them, thankyou for fair price n great services...READ MORE",Positive Review
Good shuttle for all playersREAD MORE,Positive Review
okREAD MORE,Positive Review
goodREAD MORE,Positive Review
shuttle is very good for average to beginners.READ MORE,Positive Review
nice one good quality for priceREAD MORE,Positive Review
Best among nylon shuttlesREAD MORE,Positive Review
goodREAD MORE,Positive Review
"I brought yonex green cap for SLOW, but some of the shuttle in the same box is fast, i think they mix original and duplicate, and making us fool...READ MORE",Negative Review
Excellent product (genuine one).READ MORE,Positive Review
good qualityREAD MORE,Positive Review
Its very very bad productREAD MORE,Negative Review
"Got on time,  but old stock,  need to check the flight condition while playingREAD MORE",Positive Review
Best QualityREAD MORE,Positive Review
excellentREAD MORE,Positive Review
worth of moneyREAD MORE,Positive Review
okREAD MORE,Positive Review
I received original productREAD MORE,Positive Review
Go for it good quality genuine shuttlesREAD MORE,Positive Review
goodREAD MORE,Positive Review
OriginalREAD MORE,Positive Review
it's too good😊😊😊READ MORE,Positive Review
"Nice product for indoors, not suitable for outdoors.READ MORE",Positive Review
not up to mark. quality is not goodREAD MORE,Negative Review
Good and nice.READ MORE,Positive Review
It is good suttalREAD MORE,Positive Review
very nice productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
the product delivered was original but the packet was flattened due to which the shuttles have lost their shape.defective shuttles receivedREAD MORE,Negative Review
grt product at grt priceREAD MORE,Positive Review
FairREAD MORE,Positive Review
very much Satisfied...Good Quality....Quick Delivery...👍👍👍READ MORE,Positive Review
Awesome ...READ MORE,Positive Review
"I have been ordering these since a long time, shuttles used to be good and long lasting for rigorous games and used to last 90mins at least.But this time, I am really disappointed with the quality. the shuttles are starting to rotate just over couple of sets. Never expected, this quality for a bulk order of 3 tubes.READ MORE",Negative Review
Not genuine product and all the shuttles were shaped out. Don't buy these products online.READ MORE,Negative Review
N8ceREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
its originalREAD MORE,Positive Review
good oneREAD MORE,Positive Review
ozm product but not delivered@ selected place 😒😒😒😒READ MORE,Positive Review
NiceREAD MORE,Positive Review
good for daily practiceREAD MORE,Positive Review
it v good for coart but not good for homeREAD MORE,Positive Review
excellent and authentic productexcellent packagingfaster deliveryREAD MORE,Positive Review
Great Product and perfect delivery time.READ MORE,Positive Review
Super productREAD MORE,Positive Review
okay okay shuttlesREAD MORE,Negative Review
excellentREAD MORE,Positive Review
fantastic.....READ MORE,Positive Review
original Product correct delveryREAD MORE,Negative Review
OKREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
Awesome product 100% original & DurabilityREAD MORE,Positive Review
poor quality shuttle they have sent.  may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle.READ MORE,Negative Review
super but rate is very highREAD MORE,Positive Review
Nice oneREAD MORE,Positive Review
goodREAD MORE,Positive Review
nice oneREAD MORE,Positive Review
value for moneyREAD MORE,Positive Review
Nice original product just love playing badminton nowREAD MORE,Positive Review
I doubt this may not be a genuine product...READ MORE,Negative Review
superREAD MORE,Positive Review
goodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website..READ MORE,Positive Review
not badREAD MORE,Negative Review
GoodREAD MORE,Positive Review
As expected. Excellent one.READ MORE,Positive Review
Good packing....READ MORE,Positive Review
goodREAD MORE,Positive Review
look ok...READ MORE,Negative Review
it's good.. osm price really impressed with the product.READ MORE,Positive Review
"good one, no doubt go for itREAD MORE",Positive Review
amazing.. 👌👌👌READ MORE,Positive Review
classyREAD MORE,Positive Review
superbREAD MORE,Positive Review
very very niceREAD MORE,Positive Review
"NICE SHUTTLE,BALANCE TOO GOODREAD MORE",Positive Review
best of best...  1 got @ 629... must buyREAD MORE,Positive Review
niceREAD MORE,Positive Review
Quality it not good as expected.Product life time is only 2 daysREAD MORE,Negative Review
good product.READ MORE,Positive Review
super productsREAD MORE,Positive Review
looks good rest comment after 2 day play minimumREAD MORE,Positive Review
okREAD MORE,Positive Review
GoodREAD MORE,Positive Review
AwesomeREAD MORE,Positive Review
worth for moneyREAD MORE,Positive Review
awesomeREAD MORE,Positive Review
I like the shuttle qualitiesREAD MORE,Positive Review
good jobREAD MORE,Positive Review
excellent qualityREAD MORE,Positive Review
awesome best the comments that say it's fake. are also fakeREAD MORE,Positive Review
niceREAD MORE,Positive Review
goodREAD MORE,Positive Review
got from latest one not from old stock...packaging was too goodREAD MORE,Positive Review
BestREAD MORE,Positive Review
"My favourite shuttle, Fast delivery by FlipkartREAD MORE",Positive Review
packing of this product is very poor. always receive with press positionREAD MORE,Positive Review
very goodREAD MORE,Negative Review
WorthyREAD MORE,Positive Review
shuttle is fastREAD MORE,Negative Review
excellent appREAD MORE,Positive Review
best quality shuttle 🖤READ MORE,Positive Review
superb qualityREAD MORE,Positive Review
niceREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
nothing recetREAD MORE,Negative Review
multiple small small holes in the cork. Doesn't look like it will last long.READ MORE,Negative Review
good productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
goodREAD MORE,Positive Review
Super qualityREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
goodREAD MORE,Positive Review
good materialREAD MORE,Positive Review
"Excellent deal, value worthREAD MORE",Positive Review
happy with my order I m alwaysREAD MORE,Positive Review
Good shuttles with a decent price.READ MORE,Positive Review
God product at an attractive priceREAD MORE,Positive Review
"Great Shuttle , flight of the shuttle is very good , no regrets with the rate because in the market it was costing me around 840 rupees and here from flipkart I got it for 699 INRREAD MORE",Positive Review
Original qualityREAD MORE,Positive Review
WorthyREAD MORE,Positive Review
fastest delivery..nd products quality is ... adorableREAD MORE,Positive Review
good productREAD MORE,Positive Review
Good one. Perfect 👌READ MORE,Positive Review
superbREAD MORE,Positive Review
better thank local marketREAD MORE,Positive Review
Shuttle Cork was good and genuine.I verified with Yonex website. 👍READ MORE,Positive Review
suparREAD MORE,Positive Review
looking gud but not lasting .READ MORE,Positive Review
Packing is not so good. The plastic cover is damaged.READ MORE,Negative Review
goodREAD MORE,Positive Review
very goodREAD MORE,Positive Review
goodREAD MORE,Negative Review
I would give full star to this product.... great quality.... unfortunately the next box I bought had one shuttle damagedREAD MORE,Positive Review
Good product. Nice build qualityREAD MORE,Positive Review
niceREAD MORE,Positive Review
It's not a good product..READ MORE,Negative Review
Quality is goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
very good .nice quality .READ MORE,Positive Review
got a damage shuttle in the pack.  rest are good.READ MORE,Negative Review
quality not seems good. breaks after one day playREAD MORE,Negative Review
superbREAD MORE,Positive Review
Nice item....get the same item as exceptedREAD MORE,Positive Review
best green cupREAD MORE,Positive Review
goodREAD MORE,Positive Review
very slow shuttles not good as per market.READ MORE,Positive Review
Good BoyREAD MORE,Positive Review
Thanks to Flipkart. The poor shuttles pack is replaced.READ MORE,Negative Review
rotine gameREAD MORE,Positive Review
goodREAD MORE,Positive Review
Very goodREAD MORE,Positive Review
Good productREAD MORE,Positive Review
good productREAD MORE,Positive Review
amazing quality.worth every penny 🔥🔥READ MORE,Positive Review
excellent flight. slow as mentioned. recommended for beginners.READ MORE,Positive Review
superb qualityREAD MORE,Positive Review
Long lasting.READ MORE,Positive Review
superb!READ MORE,Positive Review
GOOD PRODUCTREAD MORE,Positive Review
good productREAD MORE,Positive Review
Its good productREAD MORE,Positive Review
Nice productREAD MORE,Positive Review
nice as usualREAD MORE,Positive Review
very niceREAD MORE,Positive Review
Its really good lasts longer than i expectedREAD MORE,Positive Review
worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.READ MORE,Negative Review
niceREAD MORE,Positive Review
Quality of the shuttle seems to be very bad. Some of them didn’t even last few games. Had to change two shuttles in an hours play.READ MORE,Negative Review
Good price only too muchREAD MORE,Positive Review
good quality nice productREAD MORE,Positive Review
Satisfied with the product qualityREAD MORE,Positive Review
poor qualityREAD MORE,Negative Review
Best for intermediate playersREAD MORE,Positive Review
NiceREAD MORE,Positive Review
superREAD MORE,Positive Review
Overall niceREAD MORE,Positive Review
shuttles are very old. they damaged in one day only. bad quality shuttle.READ MORE,Negative Review
"3 shuttle damage,Dec 07 new pack 1 shuttle damagedREAD MORE",Negative Review
good productREAD MORE,Positive Review
Very good.READ MORE,Positive Review
very slowlyREAD MORE,Negative Review
goodREAD MORE,Positive Review
Very good quality shuttleREAD MORE,Positive Review
Best packingREAD MORE,Positive Review
AwesomeREAD MORE,Positive Review
its same as the retailer shop .. we need not to go to shop & buy itREAD MORE,Positive Review
Best for daily play👌READ MORE,Positive Review
very good productREAD MORE,Positive Review
excellent design and lifespanREAD MORE,Positive Review
GoodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
good as always...READ MORE,Positive Review
goodREAD MORE,Positive Review
u can buy its a good productREAD MORE,Positive Review
Excellent productREAD MORE,Positive Review
quality item&very good packingREAD MORE,Positive Review
good qualityREAD MORE,Negative Review
nice product.quick delivery.READ MORE,Positive Review
"Average quality, in 6 shuttles only 3 are goodREAD MORE",Positive Review
"While the shuttles are good, pricing has been made exorbitant. From 600 per pack to 900 per pack - an increase of 50% within one year. Already trying alternatives.READ MORE",Negative Review
NiceREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Pathetic qualityREAD MORE,Negative Review
"It's an original product from Yonex . I'm able to authenticate it over sunrise portal.Best shuttle for Indian condition.Streamed travel, correct balance and durable.For beginners and for intermediate level you should start with this one.READ MORE",Positive Review
GoodREAD MORE,Positive Review
good delivery boyREAD MORE,Positive Review
ExcellentREAD MORE,Positive Review
Excellent. First We ordered one Box and tried whether fake or genuine product. I selected slow 75. We found its genuine product with long lasting. Then we are playing with the same shuttle till now. I suggested it to other courts in our town. They are playing with same shuttle and buying from Flipkart. So go without any hesitation.READ MORE,Positive Review
Packing is goodREAD MORE,Positive Review
Yonex is greatREAD MORE,Positive Review
The packing of the product was not done properly & not up to the mark. Request the team to take care of the same in future to avoid damaging the product.READ MORE,Positive Review
Giving Review after 2 weeks of use.. Don't buy this product. It seems they are selling second grade defective product. All shuttle start to rotate after some time  it's very difficult to play.... Patethic product.READ MORE,Negative Review
ExcellentREAD MORE,Positive Review
worst .......READ MORE,Negative Review
Good  Product... 🙂🙂🙂READ MORE,Positive Review
nice...READ MORE,Positive Review
niceREAD MORE,Positive Review
very ecobomicalREAD MORE,Positive Review
Damaged packREAD MORE,Positive Review
awesomeREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
goodREAD MORE,Positive Review
Original product. Very happyREAD MORE,Positive Review
NiceREAD MORE,Positive Review
these shuttles have better quality than I bought from local shop.. no much difference in price..READ MORE,Positive Review
minREAD MORE,Positive Review
okREAD MORE,Negative Review
Good product .. quick delivery .. impressive service..READ MORE,Negative Review
badREAD MORE,Positive Review
Shuttle are very goodREAD MORE,Positive Review
Its just goodREAD MORE,Positive Review
Good quality.. Original productREAD MORE,Positive Review
"Good product,. 👍READ MORE",Positive Review
excellentREAD MORE,Positive Review
poor qualityREAD MORE,Negative Review
Price too high.compare to our local shop.quality is not good.READ MORE,Positive Review
"Expected more good quality, it's good only one shuttle has spinning issue.READ MORE",Positive Review
It looks good but after use I will update about quality..READ MORE,Positive Review
all the shuttle we're damaged.READ MORE,Negative Review
best shuttlecockREAD MORE,Positive Review
nice shulterREAD MORE,Positive Review
goodREAD MORE,Positive Review
very nice productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Gud qualityREAD MORE,Negative Review
GreatREAD MORE,Positive Review
superREAD MORE,Positive Review
GoodREAD MORE,Positive Review
nice and rate reasonable....READ MORE,Positive Review
superbREAD MORE,Positive Review
The product was as per the expectation.READ MORE,Positive Review
very goodREAD MORE,Positive Review
quality is very poorREAD MORE,Negative Review
very goodREAD MORE,Positive Review
very good productREAD MORE,Positive Review
thanksREAD MORE,Positive Review
good productREAD MORE,Positive Review
really niceREAD MORE,Positive Review
very good productREAD MORE,Positive Review
packing is damaged..  and few shuttle are also damaged...  poor quality of packing..READ MORE,Positive Review
good qualityREAD MORE,Positive Review
I have received all the genuine shuttle box. Flight And Pace level of shuttlecock are very good. But I am little disappointed with the packaging from both seller and Flipkart side. Boxex are little damaged although I am very grateful that my shuttlecock are not damaged. Again I will purchase from the same seller. Thanks 😊READ MORE,Positive Review
Genuine productREAD MORE,Positive Review
I am using Mavis 350 Above past 2 Year The Best Shuttlecock in y MarketNew Stock delivered by Seller We play in doubles & Daily 5 SetsDurability is awesome (3-4Days)Smash Drop Toss Everything is PerfectSome of our team Members Complaint that shuttle is very Heavy & Goes away when they toss but i think this is not Shuttlecock's problemGood Job YonexREAD MORE,Positive Review
NiceREAD MORE,Positive Review
niceREAD MORE,Positive Review
niceREAD MORE,Negative Review
"Flipkart is cheating the customers by sending very very old shuttle boxes...booked 4 box of shuttle on 12th December 2019 and  received 2018  manufactured shuttles, which are bad in condition.. going forward decides to not buy shuttles from Flipkart ..READ MORE",Negative Review
good productREAD MORE,Positive Review
Cost should be little lessREAD MORE,Negative Review
it is not that much goodREAD MORE,Negative Review
worth for moneyREAD MORE,Positive Review
value for moneyREAD MORE,Positive Review
ferfect delivered..good productsREAD MORE,Positive Review
very good shuttle for outdoor court. 1 shuttle lasts for 1 week even if you play smashes daily. good one to purchase.READ MORE,Positive Review
superREAD MORE,Positive Review
good oneREAD MORE,Positive Review
niceREAD MORE,Positive Review
DurableREAD MORE,Positive Review
"very very good product,, I bought 2 or 3 barrels every month.... one of the trustworthy online shopping, flifkart....READ MORE",Positive Review
Good packing and delivery.  but the flight and speed of the shuttles were much faster than the usual Mavis 350. I doubt the genuinity.This time also the packing was perfect.  But the very first shuttle taken was wobbling and is not good for play. Very disappointing..READ MORE,Negative Review
goodREAD MORE,Positive Review
SuperREAD MORE,Positive Review
Good.its original product.READ MORE,Positive Review
goodREAD MORE,Positive Review
It's middleREAD MORE,Negative Review
Its ok for beginnersREAD MORE,Positive Review
it's niceREAD MORE,Negative Review
"gud product in price range,gud for indoor gameREAD MORE",Positive Review
fast delivery with good quality productREAD MORE,Positive Review
good oneREAD MORE,Negative Review
NiceREAD MORE,Positive Review
"Very good shuttle for you, any stage you are in. simply go for it.READ MORE",Positive Review
Nice product. looks very genuine.READ MORE,Positive Review
Fast sarvisREAD MORE,Positive Review
nice shuttle durable still these are working properlyREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Good productREAD MORE,Positive Review
better productREAD MORE,Positive Review
superb and guaranteed .READ MORE,Positive Review
badREAD MORE,Negative Review
Two shuttles are damagedREAD MORE,Negative Review
goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
best for outdoor and practice timeREAD MORE,Positive Review
excellent qualityREAD MORE,Positive Review
plz not buy this shuttle.READ MORE,Negative Review
Very fantasticREAD MORE,Positive Review
goodREAD MORE,Positive Review
Good shuttleREAD MORE,Negative Review
Nice product. Delivered on time.READ MORE,Positive Review
best productREAD MORE,Positive Review
excellentREAD MORE,Positive Review
goodREAD MORE,Positive Review
good product ...READ MORE,Positive Review
It's always the best budget shuttlecocks mrp is rs 1040 but i got it in just rs 685READ MORE,Positive Review
Good productREAD MORE,Positive Review
original product.thanks FlipkartREAD MORE,Positive Review
SuperREAD MORE,Positive Review
Perfect product!!A great shuttle to practice badminton on a regular basis.READ MORE,Positive Review
nice productREAD MORE,Positive Review
OkREAD MORE,Positive Review
Nice ProductREAD MORE,Positive Review
Better price than outlets. Good product.READ MORE,Positive Review
goodREAD MORE,Negative Review
Good and genuine product.READ MORE,Positive Review
Good but costyREAD MORE,Negative Review
Good svuttlesREAD MORE,Positive Review
best shuttles with which one can 'play'READ MORE,Positive Review
Quality product go for it!!READ MORE,Positive Review
Superb qualityREAD MORE,Positive Review
Best oneREAD MORE,Positive Review
Value for money 👍READ MORE,Positive Review
Good qualityREAD MORE,Positive Review
BadREAD MORE,Negative Review
very nice shuttle from the seller and prompt delivery from flipkartREAD MORE,Positive Review
shuttles are of good quality and durableREAD MORE,Positive Review
Good productREAD MORE,Positive Review
awesome and original product..however the box i got is of low quality. Hope to not get that complaint again.READ MORE,Positive Review
Value for moneyREAD MORE,Positive Review
very useful and beneficial alsoREAD MORE,Positive Review
best product everREAD MORE,Positive Review
Very good product to delivered by flipcartREAD MORE,Positive Review
Super excellent deliveryREAD MORE,Positive Review
Good for practice.READ MORE,Positive Review
goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
Receiving used and defective product shuttle is shaking.READ MORE,Negative Review
it's original and reliableREAD MORE,Positive Review
Shullte are worst quality....all shuttle are spin so accuracy in very bad....READ MORE,Negative Review
very niceREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
Genuine product!READ MORE,Positive Review
Last order was great. This shuttle speed varies with temperature. Moves fast in hot summer day. Otherwise speed is good.READ MORE,Positive Review
pathetic packing ...box crushed...shuttles not in playing conditionREAD MORE,Negative Review
goodREAD MORE,Positive Review
Great product & great service by FlipkartREAD MORE,Positive Review
One word (Osm)READ MORE,Positive Review
long durableREAD MORE,Positive Review
goodREAD MORE,Positive Review
ok comfortREAD MORE,Positive Review
Delivery date is too long. m. rest okREAD MORE,Positive Review
yonex the brandREAD MORE,Positive Review
good productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Durable for regular practiceREAD MORE,Positive Review
absolutely original productREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
valuable price.....nice....READ MORE,Positive Review
price with valueREAD MORE,Positive Review
very niceREAD MORE,Positive Review
GoodREAD MORE,Positive Review
its worth product on this price...READ MORE,Positive Review
bad qualityREAD MORE,Negative Review
goodREAD MORE,Positive Review
Nice shuttle for night game..READ MORE,Positive Review
Good to meREAD MORE,Positive Review
OkayREAD MORE,Positive Review
Good product from flipkartREAD MORE,Positive Review
good and lastingREAD MORE,Positive Review
The best u cant getREAD MORE,Positive Review
"awesome shuttles , I love itREAD MORE",Positive Review
"On time delivery and very nice product. I am a national level player and I used these shuttles just for practice and I found the quality very nice and they are really the original Yonex Mavis 350, If you are thinking to buy them then you should not wait for it just go for it.READ MORE",Positive Review
Good productREAD MORE,Positive Review
original. no more comments.READ MORE,Positive Review
EXCELLENTREAD MORE,Positive Review
Nice product. worth for money....READ MORE,Positive Review
I think it's not the original. More flight for the Cork which I have not seen beforeREAD MORE,Negative Review
Very good shuttleREAD MORE,Positive Review
GoodREAD MORE,Positive Review
OriginalREAD MORE,Positive Review
go for it!READ MORE,Positive Review
"Original product, fast delivery.READ MORE",Positive Review
To Good😊👍👍READ MORE,Positive Review
fast delivery from flipkart.nice product.READ MORE,Positive Review
goodREAD MORE,Positive Review
"good product, on time deliveryREAD MORE",Positive Review
goodREAD MORE,Positive Review
not up to the mark.... but durableREAD MORE,Negative Review
good & long lastingREAD MORE,Positive Review
WorstREAD MORE,Negative Review
nice citalREAD MORE,Positive Review
Nicely packedREAD MORE,Positive Review
good productREAD MORE,Positive Review
goodREAD MORE,Positive Review
2 corks were not to that perfect. Yes can go for this price. But the plastic quality to improve a lot - I mean the plasticity of plasticREAD MORE,Positive Review
fineREAD MORE,Negative Review
awsome product...READ MORE,Positive Review
Original product and at best price you can get here. Must buy.READ MORE,Positive Review
niceREAD MORE,Positive Review
nice oneREAD MORE,Positive Review
Wel finishedREAD MORE,Positive Review
nice productsREAD MORE,Positive Review
excellentREAD MORE,Positive Review
goodREAD MORE,Positive Review
superb quality product received thanks flipkartREAD MORE,Positive Review
best oneREAD MORE,Positive Review
I played only for two days with on shuttle it started brokingREAD MORE,Negative Review
genuine shuttle. I bought it  Rs.685.READ MORE,Positive Review
Great qualityREAD MORE,Positive Review
very niceREAD MORE,Positive Review
very genuine and affordable productREAD MORE,Positive Review
Best shuttle for practice..READ MORE,Positive Review
fast delivery flipkart thank uREAD MORE,Positive Review
Good productREAD MORE,Positive Review
Good QualityREAD MORE,Positive Review
Very Worst.READ MORE,Negative Review
Good for practice..READ MORE,Positive Review
goodREAD MORE,Positive Review
"I am not sure whether the product original or counterfeit... it looks like original but the quality is not good, I purchased  similar box from offline shop and that had best quality.. this is first time I received such product from flipkart..delivery and packaging as always..best from flipkart.thanks.READ MORE",Positive Review
NiceREAD MORE,Positive Review
very good productREAD MORE,Positive Review
cheap qualityREAD MORE,Negative Review
nice product.READ MORE,Positive Review
good product and delivered fast goodREAD MORE,Positive Review
genuine product and at a good priceREAD MORE,Positive Review
niceREAD MORE,Positive Review
goodREAD MORE,Positive Review
Very durable.READ MORE,Positive Review
it's good and durabilityREAD MORE,Positive Review
I asked for 350 green cap.But came blue capREAD MORE,Negative Review
genuine & orginal productREAD MORE,Positive Review
quality of shuttle was lowREAD MORE,Negative Review
Original product with great price.Thanks flipkart.READ MORE,Positive Review
good productREAD MORE,Positive Review
Product is good but quality of shuttle is not goodREAD MORE,Positive Review
Nice product....READ MORE,Positive Review
good productREAD MORE,Positive Review
Good productREAD MORE,Positive Review
worst qualityREAD MORE,Negative Review
nice productsREAD MORE,Positive Review
Nice shuttleREAD MORE,Positive Review
good productREAD MORE,Positive Review
goodREAD MORE,Positive Review
Don't worry it's a good productREAD MORE,Positive Review
Order got delivered within 24 hrs ...amazing delivery ..!! Loved it..READ MORE,Positive Review
niceREAD MORE,Positive Review
Nice quality and originalREAD MORE,Positive Review
Teriffic productREAD MORE,Positive Review
Quality is not goodREAD MORE,Negative Review
GudREAD MORE,Negative Review
niceREAD MORE,Positive Review
NiceREAD MORE,Positive Review
not badREAD MORE,Positive Review
Awesome product price very goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
good originalREAD MORE,Positive Review
goodREAD MORE,Negative Review
fantasti shuttleREAD MORE,Positive Review
very good productREAD MORE,Positive Review
super goodREAD MORE,Positive Review
goodREAD MORE,Positive Review
NiceREAD MORE,Positive Review
The quality of the shuttle is not goodREAD MORE,Negative Review
Good Better BestREAD MORE,Positive Review
BadREAD MORE,Negative Review
Nice product go for itREAD MORE,Positive Review
Good quality productREAD MORE,Positive Review
Good quality shuttleREAD MORE,Positive Review
very niceREAD MORE,Positive Review
good as of nowREAD MORE,Positive Review
greatREAD MORE,Positive Review
orginal productREAD MORE,Positive Review
